Item name,Type,Wsp,Price,Initial,Stock,Status,Description,SEO,Dominance,THC,CBD,effects,relieves
THC Stroopwafel,Edible,110,250,30,0,Sold out,"Treat yourself to a decadent delight with our Double Dutch THC Stroopwafels, a delicious twist on a classic Dutch treat. Each stroopwafel is infused with 30mg of premium THC, perfectly balanced to provide a gentle and relaxing high that can enhance any moment. Our Double Dutch stroopwafels are crafted with two thin, crispy waffles sandwiching a gooey caramel syrup filling, then dipped in rich, velvety chocolate for an extra layer of indulgence. \n\n Whether you\'re looking to elevate your coffee break, enjoy a relaxing evening snack, or add a sweet touch to your social gatherings, Double Dutch THC stroopwafels offer a unique blend of flavors and a satisfying texture. Ideal for both cannabis enthusiasts and those new to edibles, each bite offers a sweet and smooth sensation, coupled with a mild yet uplifting high. Experience the perfect harmony of caramel, chocolate, and cannabis in every bite. Elevate your taste buds and your mood with Double Dutch – the stroopwafel reimagined for the modern cannabis lover!",Enjoy our Double Dutch THC Stroopwafels – a delicious chocolate-dipped treat with 30mg of THC. Perfect for a relaxing snack or to elevate any moment!,Indica 60%,30.0,0.0,"Creative, Happy, Euphoric",
CBD Honey Stick,Edible,35,100,0,0,Sold out,"Experience the calming and therapeutic benefits of our CBD Honey Stick, made with all-natural honey flavor and infused with 40mg of premium CBD. This delightful treat offers a sweet, rich flavor that complements your favorite beverages or snacks. The natural honey provides a smooth, comforting sweetness, perfect for those looking for a holistic addition to their daily routine. Each stick is carefully crafted to deliver consistent dosing, making it an ideal choice for microdosing or managing your wellness on the go. \n\n Whether you’re starting your day with a touch of calm or winding down in the evening, our CBD Honey Stick offers a convenient, delicious way to enjoy the benefits of CBD. Free of artificial flavors, our sticks are the purest way to enhance your relaxation and focus while indulging in a naturally sweet treat. Add it to tea, drizzle over toast, or enjoy it straight from the stick — your path to tranquility starts here.","Enjoy the natural sweetness of CBD with our 40mg CBD Honey Stick. All-natural honey flavor, perfect for relaxation and wellness. Shop now for a calming treat!",Indica 60%,0.0,40.0,"Happy, Relaxed, Sleepy",
Fluffy Candy,Edible,70,180,25,0,Sold out,,,,15.0,0.0,"Uplifted, Relaxed, Creative",
Café,Drink,15,50,50,0,Sold out,,,,,,,
Caramel Macchiato,Drink,20,50,1,0,Sold out,,,,,,,
Bubble Hash,Concentrate,100,1000,5.5,0,Sold out,"Dive into the enchanting realm of cannabis with Bubble Hash, boasting a remarkable 60% THC concentration. Meticulously crafted, this exceptional concoction combines top-tier ingredients, resulting in a harmonious blend of pure bliss. Created from the finest cannabis trichomes, Bubble Hash delivers an elevated experience like no other, available exclusively at Green Ghost, your trusted source for exceptional cannabis products.","Dive into the enchanting realm of cannabis with Bubble Hash, boasting a remarkable 60% THC concentration. Meticulously crafted, this exceptional concoction combines top-tier ingredients, resulting in a harmonious blend of pure bliss. Created from the finest cannabis trichomes, Bubble Hash delivers an elevated experience like no other, available exclusively at Green Ghost, your trusted source for exceptional cannabis products.",Indica 60%,60.0,0.0,,
Dry Sift Hash,Concentrate,100,600,48,0,Sold out,"Introducing Dry Sift Hash with an impressive 60% THC concentration, delivering a potent and flavorful experience for cannabis connoisseurs. This premium hash is crafted through a meticulous dry sifting process, where cannabis trichomes are separated from plant material to create a clean, concentrated product. The result is a fine, sandy texture packed with pure cannabinoids and terpenes, offering a robust, long-lasting high. \n\n Known for its rich, earthy aroma with hints of pine and spice, Dry Sift Hash delivers a smooth and enjoyable smoke. Perfect for those looking to enhance their cannabis experience, it can be enjoyed in a pipe, vaporizer, or mixed with flower for an added kick. Whether you're seeking deep relaxation or relief from chronic pain, Dry Sift Hash's high THC content ensures powerful effects that cater to both recreational and medicinal users.","Experience premium Dry Sift Hash with 60% THC. Potent, pure, and packed with cannabinoids for a powerful, long-lasting high. Perfect for seasoned cannabis users.",Indica 60%,60.0,0.0,,
Hash Sativa,Concentrate,50,400,43.5,0,Sold out,,,Sativa 60%,40.0,0.0,,
Hash Tutti Frutti,Concentrate,350,1200,4.5,0,Sold out,,,Indica 60%,40.0,0.0,,
Pollen Hash,Concentrate,100,800,92,0,Sold out,"Experience the ethereal world of cannabis at Green Ghost, your go-to weed shop for Pollen Hash THC with a tantalizing 40% potency. Crafted from the finest ingredients, our concoction blends premium Kief and luscious Oil, creating a hypnotic journey into a higher realm of relaxation and euphoria. Elevate your senses and spirit with this extraordinary fusion, exclusively at Green Ghost.","Experience the ethereal world of cannabis at Green Ghost, your go-to weed shop for Pollen Hash THC with a tantalizing 40% potency. Crafted from the finest ingredients, our concoction blends premium Kief and luscious Oil, creating a hypnotic journey into a higher realm of relaxation and euphoria. Elevate your senses and spirit with this extraordinary fusion, exclusively at Green Ghost.",Indica 60%,40.0,0.0,,
Pure Kief,Concentrate,150,600,7,0,Sold out,"Our kief is a true masterpiece in the world of cannabis. Carefully crafted from a harmonious blend of premium strains, it offers an exquisite balance of flavors and effects that cater to the most discerning cannabis connoisseurs. With an impressive THC content of 60%, it packs a potent punch that delivers a euphoric and uplifting experience. What sets our kief apart is the meticulous 150-micron sieving process, ensuring that only the finest and most potent trichomes are collected. The result? A product that not only boasts exceptional potency but also enhances the flavor profiles of your favorite strains. Whether you're a seasoned enthusiast or new to kief, our product promises a delightful journey into the world of high-quality cannabis.","Our kief is a true masterpiece in the world of cannabis. Carefully crafted from a harmonious blend of premium strains, it offers an exquisite balance of flavors and effects that cater to the most discerning cannabis connoisseurs. With an impressive THC content of 60%, it packs a potent punch that delivers a euphoric and uplifting experience.",Indica 60%,60.0,0.0,,
Super Dry Hash,Concentrate,100,600,153.79,0,Sold out,"Super Dry Hash is a premium dry sift hash that delivers an unparalleled experience for cannabis enthusiasts seeking potent and clean concentrates. Crafted through a meticulous dry sifting process, this hash achieves a super-dry texture while preserving the highest quality of cannabinoids and terpenes. With an impressive THC content of 60%, Super Dry Hash offers a powerful punch that is sure to satisfy even the most seasoned users. \n\n The texture of this hash is crumbly and easy to work with, making it an ideal choice for sprinkling into joints, topping off bowls, or using in a hash-specific vaporizer. Its aroma is rich and earthy, with hints of pine and spice that evoke the natural essence of premium cannabis flowers. Upon consumption, expect a smooth and flavorful experience that highlights the robust terpene profile. \n\n Super Dry Hash is celebrated for its intense effects, starting with an uplifting cerebral buzz that transitions into a deeply relaxing body high. It’s perfect for moments of creative inspiration or winding down after a long day. Medical cannabis users may find relief from chronic pain, stress, and insomnia thanks to its potent properties.","Super Dry Hash: A premium dry sift hash with 60% THC, offering intense effects, earthy flavors, and a versatile, super-dry texture perfect for any session.",Indica 60%,60.0,0.0,,
